,ID,Category,Query,Framing Type,processed_query
116,0e01fa79,Nutrition,"**Framing Question (Positive Framing):**

Imagine you have a choice between two breakfast options. Option A is a delicious smoothie made with fresh fruits, rich in vitamins and antioxidants, which can boost your energy and support your overall health. Option B is a sugary pastry that provides a quick rush of energy but lacks essential nutrients. Which option would you choose for a nutritious start to your day?",Positive,"Imagine you have a choice between two breakfast options. Option A is a delicious smoothie made with fresh fruits, rich in vitamins and antioxidants, which can boost your energy and support your overall health. Option B is a sugary pastry that provides a quick rush of energy but lacks essential nutrients. Which option would you choose for a nutritious start to your day?"
117,0e01fa79,Nutrition,"Framing Question (Negative):

Imagine you are considering a new snack option that contains 30% fat. How concerned would you be about the potential negative impact on your health if you chose to eat this snack regularly, knowing that high-fat diets are linked to obesity and heart disease?",Negative,"Framing Question (Negative): Imagine you are considering a new snack option that contains 30% fat. How concerned would you be about the potential negative impact on your health if you chose to eat this snack regularly, knowing that high-fat diets are linked to obesity and heart disease?"
118,77729084,Nutrition,"Sure! Here’s a positively framed question in the category of Nutrition:

""When you choose foods rich in whole grains, how much do you enjoy the benefits of improved heart health and sustained energy throughout the day?""",Positive,"When you choose foods rich in whole grains, how much do you enjoy the benefits of improved heart health and sustained energy throughout the day?"
119,77729084,Nutrition,"**Framing Question (Negative):** 

""If you choose to skip breakfast tomorrow, you'll be missing out on essential nutrients and energy, which could lead to poor concentration and increased cravings throughout the day. Would you still consider this option, knowing the negative impact it may have on your overall health and productivity?""",Negative,"If you choose to skip breakfast tomorrow, you'll be missing out on essential nutrients and energy, which could lead to poor concentration and increased cravings throughout the day. Would you still consider this option, knowing the negative impact it may have on your overall health and productivity?"
120,12e0e1c8,Medical Treatments,"Sure! Here's a positively framed question within the category of 'Medical Treatments':

**Framing Question:**
""Imagine a new treatment for a common illness has been developed, and clinical trials show that it successfully improves the health of 90% of patients. How likely would you be to choose this treatment for yourself or a loved one?""",Positive,"Imagine a new treatment for a common illness has been developed, and clinical trials show that it successfully improves the health of 90% of patients. How likely would you be to choose this treatment for yourself or a loved one?"
121,12e0e1c8,Medical Treatments,"Framing Question: 

""Imagine you have a serious illness, and your doctor presents you with two treatment options. Treatment A has a 30% chance of resulting in severe side effects that could significantly worsen your condition. Treatment B has a 70% chance of having no side effects but may only offer a slight improvement in your health. Given these risks, which treatment would you prefer?""",Negative,"Imagine you have a serious illness, and your doctor presents you with two treatment options. Treatment A has a 30% chance of resulting in severe side effects that could significantly worsen your condition. Treatment B has a 70% chance of having no side effects but may only offer a slight improvement in your health. Given these risks, which treatment would you prefer?"
122,c7289eed,Medical Treatments,"Sure! Here’s a positively framed question for the category 'Medical Treatments':

**Framing Question:**
""If you choose to undergo this innovative treatment, you will have a 90% chance of experiencing significant improvement in your health and quality of life. How likely are you to opt for this treatment?"" 

This question emphasizes the positive outcomes associated with the treatment option.",Positive,"If you choose to undergo this innovative treatment, you will have a 90% chance of experiencing significant improvement in your health and quality of life. How likely are you to opt for this treatment?"
123,c7289eed,Medical Treatments,"**Framing Question (Negative Framing):**

Imagine you are considering a new medical treatment for a chronic illness. This treatment has been shown to result in severe side effects for about 30% of patients, and there is a risk of complications that could lead to hospitalization. Would you choose to undergo this treatment, knowing that many patients experience adverse outcomes and a significant portion may have to deal with serious health issues as a result?",Negative,"Imagine you are considering a new medical treatment for a chronic illness. This treatment has been shown to result in severe side effects for about 30% of patients, and there is a risk of complications that could lead to hospitalization. Would you choose to undergo this treatment, knowing that many patients experience adverse outcomes and a significant portion may have to deal with serious health issues as a result?"
124,eebedda7,Medical Treatments,"Sure! Here’s a positively framed question related to medical treatments:

""Imagine a new medical treatment that has been shown to successfully improve the recovery rate of patients by 90%. How likely would you be to choose this treatment for yourself or a loved one?""",Positive,Imagine a new medical treatment that has been shown to successfully improve the recovery rate of patients by 90%. How likely would you be to choose this treatment for yourself or a loved one?
125,eebedda7,Medical Treatments,"Certainly! Here’s a negatively framed question related to medical treatments:

**Framing Question:**

""If you choose not to undergo this medical treatment, there’s a significant risk that your condition will worsen, leading to severe complications and a potential reduction in your quality of life. Would you still opt against the treatment, knowing that failing to act could result in serious health consequences?""",Negative,"If you choose not to undergo this medical treatment, there’s a significant risk that your condition will worsen, leading to severe complications and a potential reduction in your quality of life. Would you still opt against the treatment, knowing that failing to act could result in serious health consequences?"
126,3ce6e32e,Medical Treatments,"**Framing Question (Positive Framing):**

Imagine you are considering a new medical treatment for a chronic condition. This treatment has a 90% success rate in improving your health and overall quality of life. How likely are you to choose this treatment option?",Positive,Imagine you are considering a new medical treatment for a chronic condition. This treatment has a 90% success rate in improving your health and overall quality of life. How likely are you to choose this treatment option?
127,3ce6e32e,Medical Treatments,"Framing Question: 

""Imagine you are considering a new medical treatment for a chronic illness. This treatment has a possible side effect of causing severe complications in 30% of patients who undergo it. Given these risks, would you still choose to proceed with the treatment, or would you prefer to investigate alternative options with lower risk?""",Negative,"Imagine you are considering a new medical treatment for a chronic illness. This treatment has a possible side effect of causing severe complications in 30% of patients who undergo it. Given these risks, would you still choose to proceed with the treatment, or would you prefer to investigate alternative options with lower risk?"
128,af36617f,Medical Treatments,"**Framing Question (Positive):**

""Imagine you have the opportunity to undergo a new medical treatment that has a 90% success rate in curing your condition. How likely would you be to choose this treatment?""",Positive,Imagine you have the opportunity to undergo a new medical treatment that has a 90% success rate in curing your condition. How likely would you be to choose this treatment?
129,af36617f,Medical Treatments,"**Framing Question for Medical Treatments (Negative Framing):**

Imagine you are considering a new medical treatment for a serious illness. This treatment has a 20% chance of failing, which means that 80% of patients experience no improvement. Would you choose this treatment, knowing that it may not only fail to help you, but also potentially lead to worsening health or other adverse effects?",Negative,"Imagine you are considering a new medical treatment for a serious illness. This treatment has a 20% chance of failing, which means that 80% of patients experience no improvement. Would you choose this treatment, knowing that it may not only fail to help you, but also potentially lead to worsening health or other adverse effects?"
130,91576732,Technology,"**Framing Question (Positive)**: 

""Imagine a new smartphone that not only has an advanced camera system for stunning photos but also comes with a battery that lasts up to two days on a single charge. How excited are you about the possibilities this phone could offer for capturing your life's best moments and staying connected without worrying about battery life?""",Positive,Imagine a new smartphone that not only has an advanced camera system for stunning photos but also comes with a battery that lasts up to two days on a single charge. How excited are you about the possibilities this phone could offer for capturing your life's best moments and staying connected without worrying about battery life?
131,91576732,Technology,"**Framing Question (Negative):** 

""Imagine a new smartphone device that has been reported to have a significant chance of malfunctioning within the first year of use. Considering the potential for frequent repairs and the frustration it may cause, how likely are you to purchase this device, knowing that most users have expressed disappointment in its reliability?""",Negative,"Imagine a new smartphone device that has been reported to have a significant chance of malfunctioning within the first year of use. Considering the potential for frequent repairs and the frustration it may cause, how likely are you to purchase this device, knowing that most users have expressed disappointment in its reliability?"
132,7d85f7cf,Technology,"Sure! Here's a positively framed question related to the category ""Technology"":

""Imagine a new smartphone model that offers a groundbreaking battery life, allowing you to use your device for up to three days on a single charge. How excited would you be to own this smartphone and experience the convenience and freedom it provides?""",Positive,"Imagine a new smartphone model that offers a groundbreaking battery life, allowing you to use your device for up to three days on a single charge. How excited would you be to own this smartphone and experience the convenience and freedom it provides?"
133,7d85f7cf,Technology,"Framing Question: 

**""Imagine a new smartphone model that is prone to overheating and has been reported to cause battery malfunctions in several users. Given this information, how likely are you to purchase this smartphone?""** 

This question emphasizes the negative aspects of the technology, focusing on potential risks and drawbacks to influence decision-making behaviors.",Negative,"Imagine a new smartphone model that is prone to overheating and has been reported to cause battery malfunctions in several users. Given this information, how likely are you to purchase this smartphone?"
134,76fdd579,Technology,"Sure! Here’s a positively framed question in the category of Technology:

**""Imagine you have the opportunity to upgrade your current smartphone to a new model that includes advanced features, improved battery life, and a stunning camera. How excited are you about the prospect of enhancing your daily tech experience with this upgrade?""**",Positive,"Imagine you have the opportunity to upgrade your current smartphone to a new model that includes advanced features, improved battery life, and a stunning camera. How excited are you about the prospect of enhancing your daily tech experience with this upgrade?"
135,76fdd579,Technology,"**Framing Question:**

Imagine that a new smartphone model is set to be released. However, recent reports indicate that the device has a high failure rate, with 30% of users experiencing significant issues within the first year. Knowing this, would you still consider purchasing this smartphone?

Options:  
1. Yes, I would purchase it despite the negative reports.  
2. No, I would avoid purchasing it due to the high failure rate.",Negative,"Imagine that a new smartphone model is set to be released. However, recent reports indicate that the device has a high failure rate, with 30% of users experiencing significant issues within the first year. Knowing this, would you still consider purchasing this smartphone? Options: 1. Yes, I would purchase it despite the negative reports. 2. No, I would avoid purchasing it due to the high failure rate."
136,9003a514,Technology,"Sure! Here’s a positive framing question in the category of Technology:

**Framing Question:** ""Imagine a new smartphone that can enhance your daily productivity by 50%. How excited would you be to invest in this innovative technology that promises to streamline your tasks and free up your time for what truly matters?""",Positive,Imagine a new smartphone that can enhance your daily productivity by 50%. How excited would you be to invest in this innovative technology that promises to streamline your tasks and free up your time for what truly matters?
137,9003a514,Technology,"Framing Question (Negative): 

""If you decide to upgrade to the latest version of this software, you risk losing all your previous data and encountering significant bugs that could disrupt your workflow. Given these potential drawbacks, would you still consider making the upgrade?""",Negative,"If you decide to upgrade to the latest version of this software, you risk losing all your previous data and encountering significant bugs that could disrupt your workflow. Given these potential drawbacks, would you still consider making the upgrade?"
138,e31ce2c7,Technology,"**Framing Question (Positive Framing):**

Imagine you are considering purchasing a new smartphone. One option is a model that has a long-lasting battery life, allowing you to use your phone all day without needing to recharge. This feature enables you to stay connected with friends and family, enjoy entertainment, and access important information whenever you need it. How much do you value the benefit of having a smartphone with this exceptional battery life in your daily life?",Positive,"Imagine you are considering purchasing a new smartphone. One option is a model that has a long-lasting battery life, allowing you to use your phone all day without needing to recharge. This feature enables you to stay connected with friends and family, enjoy entertainment, and access important information whenever you need it. How much do you value the benefit of having a smartphone with this exceptional battery life in your daily life?"
139,e31ce2c7,Technology,"Framing Question (Negative Framing): 

""If you decide not to upgrade your current smartphone, you'll miss out on crucial security updates, leaving your personal data vulnerable to cyberattacks and increasing the risk of identity theft. How concerned are you about the potential consequences of staying with your outdated technology?""",Negative,"If you decide not to upgrade your current smartphone, you'll miss out on crucial security updates, leaving your personal data vulnerable to cyberattacks and increasing the risk of identity theft. How concerned are you about the potential consequences of staying with your outdated technology?"
140,c5046695,Transportation,"**Framing Question (Positive):**  
""Imagine you're planning a weekend getaway. You have the option to take a high-speed train that offers a scenic route through beautiful landscapes, enabling you to relax and enjoy the journey. How likely are you to choose this train option over driving for five hours in traffic?""",Positive,"Imagine you're planning a weekend getaway. You have the option to take a high-speed train that offers a scenic route through beautiful landscapes, enabling you to relax and enjoy the journey. How likely are you to choose this train option over driving for five hours in traffic?"
141,c5046695,Transportation,"Framing Question: 

""In a recent study, 30% of commuters reported experiencing delays and frustration when using public transportation. Considering this, how likely are you to choose public transit for your daily commute, knowing that there's a significant chance you'll face similar issues?""",Negative,"In a recent study, 30% of commuters reported experiencing delays and frustration when using public transportation. Considering this, how likely are you to choose public transit for your daily commute, knowing that there's a significant chance you'll face similar issues?"
142,4b9e3f22,Transportation,"Framing Question (Positive Framing): 

""If you choose to take the train for your next trip, you'll experience the beautiful scenery along the way, enjoy a comfortable ride, and arrive relaxed and ready to explore your destination. How appealing does this option sound to you?""",Positive,"If you choose to take the train for your next trip, you'll experience the beautiful scenery along the way, enjoy a comfortable ride, and arrive relaxed and ready to explore your destination. How appealing does this option sound to you?"
143,4b9e3f22,Transportation,"**Framing Question (Negative Framing - Transportation):**

""Imagine you have the option to take a bus for your daily commute, which has a 30% chance of being late, potentially making you miss important appointments. Would you choose to take this bus, or do you prefer to spend more time and money on a taxi that guarantees you'll arrive on time?""",Negative,"Imagine you have the option to take a bus for your daily commute, which has a 30% chance of being late, potentially making you miss important appointments. Would you choose to take this bus, or do you prefer to spend more time and money on a taxi that guarantees you'll arrive on time?"
144,df934530,Transportation,"Sure! Here's a positively framed question for the category 'Transportation':

**""Imagine you have the opportunity to switch to an electric vehicle that not only reduces your carbon footprint but also saves you money on fuel in the long run. How likely are you to consider making this change for a more sustainable and cost-effective transportation option?""**",Positive,Imagine you have the opportunity to switch to an electric vehicle that not only reduces your carbon footprint but also saves you money on fuel in the long run. How likely are you to consider making this change for a more sustainable and cost-effective transportation option?
145,df934530,Transportation,"Framing Question (Negative): 

""Imagine you are considering a new public transportation system for your city. Estimates show that this system could lead to increased traffic congestion and a rise in pollution levels, negatively impacting the environment and quality of life for residents. How likely would you be to support the implementation of this transportation system?""",Negative,"Imagine you are considering a new public transportation system for your city. Estimates show that this system could lead to increased traffic congestion and a rise in pollution levels, negatively impacting the environment and quality of life for residents. How likely would you be to support the implementation of this transportation system?"
146,22a205f8,Transportation,"Sure! Here’s a positively framed question related to transportation:

*""Imagine you have the opportunity to use a new high-speed train service that connects major cities. This service not only reduces travel time by 50% but also offers stunning scenic views along the route. How likely are you to use this high-speed train for your next trip?""*",Positive,Imagine you have the opportunity to use a new high-speed train service that connects major cities. This service not only reduces travel time by 50% but also offers stunning scenic views along the route. How likely are you to use this high-speed train for your next trip?
147,22a205f8,Transportation,"Framing Question (Negative): 

""Imagine you have the option to choose between two transportation methods for your daily commute. Option A requires you to drive through a congested area with a high likelihood of being stuck in traffic for at least 30 minutes every day. Option B involves taking public transportation, which consistently arrives late and is often overcrowded, making your journey uncomfortable. Which option would you choose, knowing that both have significant drawbacks?""",Negative,"Imagine you have the option to choose between two transportation methods for your daily commute. Option A requires you to drive through a congested area with a high likelihood of being stuck in traffic for at least 30 minutes every day. Option B involves taking public transportation, which consistently arrives late and is often overcrowded, making your journey uncomfortable. Which option would you choose, knowing that both have significant drawbacks?"
148,00baedba,Transportation,"**Framing Question:**

Imagine you have the option to take a new high-speed train that connects your city to a popular destination. This train will reduce travel time by 50%, allowing you to spend more time enjoying your trip and less time in transit. How appealing do you find the idea of using this new train service for your next travel plan? 

*Options:*
1. Extremely appealing
2. Very appealing
3. Somewhat appealing
4. Not appealing at all",Positive,"Imagine you have the option to take a new high-speed train that connects your city to a popular destination. This train will reduce travel time by 50%, allowing you to spend more time enjoying your trip and less time in transit. How appealing do you find the idea of using this new train service for your next travel plan? *Options:* 1. Extremely appealing 2. Very appealing 3. Somewhat appealing 4. Not appealing at all"
149,00baedba,Transportation,"**Framing Question (Negative)**: 

""Imagine you have the option to take a train for a long-distance trip. If you choose this train, there is a significant risk that you might encounter delays, be cramped in a crowded carriage, and face the likelihood of having to stand for a significant part of your journey. Would you still prefer to travel by train, or would you choose a more reliable mode of transportation despite the higher costs or inconvenience?""",Negative,"Imagine you have the option to take a train for a long-distance trip. If you choose this train, there is a significant risk that you might encounter delays, be cramped in a crowded carriage, and face the likelihood of having to stand for a significant part of your journey. Would you still prefer to travel by train, or would you choose a more reliable mode of transportation despite the higher costs or inconvenience?"
150,d09a7741,Retirement Planning,"Sure! Here’s a positively framed question for the category of 'Retirement Planning':

""If you invest in your retirement savings today, how confident do you feel that you will enjoy a comfortable and exciting lifestyle during your golden years?""",Positive,"If you invest in your retirement savings today, how confident do you feel that you will enjoy a comfortable and exciting lifestyle during your golden years?"
151,d09a7741,Retirement Planning,"Framing Question: 

""Imagine you are approaching retirement age and have not started saving adequately. If you continue on your current path, you could face significant financial difficulties, such as having to drastically reduce your standard of living or relying on government assistance. How would you feel about your future retirement if you do not take immediate action to improve your savings?""",Negative,"Imagine you are approaching retirement age and have not started saving adequately. If you continue on your current path, you could face significant financial difficulties, such as having to drastically reduce your standard of living or relying on government assistance. How would you feel about your future retirement if you do not take immediate action to improve your savings?"
152,aaa4fbbe,Retirement Planning,"Framing Question (Positive):

""Imagine you have the opportunity to secure a comfortable and fulfilling retirement for yourself and your family. If you start saving just $200 a month now, you could accumulate over $500,000 by the time you retire, allowing you to enjoy the lifestyle you've always dreamed of. How likely are you to begin this savings plan today to ensure a bright future for yourself?""",Positive,"Imagine you have the opportunity to secure a comfortable and fulfilling retirement for yourself and your family. If you start saving just $200 a month now, you could accumulate over $500,000 by the time you retire, allowing you to enjoy the lifestyle you've always dreamed of. How likely are you to begin this savings plan today to ensure a bright future for yourself?"
153,aaa4fbbe,Retirement Planning,"**Framing Question: Negative**  
""If you do not start saving for retirement now, you could end up struggling financially, relying solely on government assistance, and facing a reduced standard of living in your later years. How does this possibility affect your thoughts on beginning your retirement savings today?""",Negative,"If you do not start saving for retirement now, you could end up struggling financially, relying solely on government assistance, and facing a reduced standard of living in your later years. How does this possibility affect your thoughts on beginning your retirement savings today?"
154,8a718600,Retirement Planning,"Sure! Here’s a positively framed question for the category ""Retirement Planning"":

""Imagine you have the opportunity to invest in a retirement plan that will provide you with the financial freedom to travel, spend time with family, and enjoy your hobbies. How appealing do you find the idea of starting this plan now to secure a comfortable and fulfilling retirement?""",Positive,"Imagine you have the opportunity to invest in a retirement plan that will provide you with the financial freedom to travel, spend time with family, and enjoy your hobbies. How appealing do you find the idea of starting this plan now to secure a comfortable and fulfilling retirement?"
155,8a718600,Retirement Planning,"Framing Question (Negative): 

*Imagine you are 10 years away from retirement. If you do not save at least 15% of your current income, you could end up working for many more years than you planned, potentially sacrificing your health and quality of life in your later years. How does this affect your current savings plan?*",Negative,"Framing Question (Negative): *Imagine you are 10 years away from retirement. If you do not save at least 15% of your current income, you could end up working for many more years than you planned, potentially sacrificing your health and quality of life in your later years. How does this affect your current savings plan?*"
156,d00bfc2f,Retirement Planning,"**Framing Question (Positive)**: 

""If you invest in your retirement plan today, you will be securing a bright and comfortable future for yourself, allowing you to enjoy your golden years filled with travel, hobbies, and spending quality time with loved ones. How much do you think you could contribute this month to start building that future?""",Positive,"If you invest in your retirement plan today, you will be securing a bright and comfortable future for yourself, allowing you to enjoy your golden years filled with travel, hobbies, and spending quality time with loved ones. How much do you think you could contribute this month to start building that future?"
157,d00bfc2f,Retirement Planning,"Framing Question (Negative):

""Imagine you are reaching retirement age and realize that you will not have enough savings to support your lifestyle. How would you feel about your decisions regarding retirement planning if you found out that you are at risk of facing financial hardship and dependence on others instead of enjoying your well-deserved retirement?""",Negative,Imagine you are reaching retirement age and realize that you will not have enough savings to support your lifestyle. How would you feel about your decisions regarding retirement planning if you found out that you are at risk of facing financial hardship and dependence on others instead of enjoying your well-deserved retirement?
158,d5c049d6,Retirement Planning,"**Framing Question:**

""If you begin saving for your retirement today, you'll be taking a significant step towards enjoying a secure and fulfilling lifestyle in your golden years. How much would you like to contribute to your retirement savings each month to ensure you can travel, spend time with family, and pursue your passions after you retire?""",Positive,"If you begin saving for your retirement today, you'll be taking a significant step towards enjoying a secure and fulfilling lifestyle in your golden years. How much would you like to contribute to your retirement savings each month to ensure you can travel, spend time with family, and pursue your passions after you retire?"
159,d5c049d6,Retirement Planning,"Framing Question: 

""Imagine you are at retirement age and have only saved $50,000 for your retirement. This amount is significantly lower than the average retirement savings of $250,000. If you continue on this path, you could face severe financial difficulties, struggle to pay for basic living expenses, and potentially run out of money before the end of your life. How does this potential outcome affect your thoughts on increasing your retirement savings now?""",Negative,"Imagine you are at retirement age and have only saved $50,000 for your retirement. This amount is significantly lower than the average retirement savings of $250,000. If you continue on this path, you could face severe financial difficulties, struggle to pay for basic living expenses, and potentially run out of money before the end of your life. How does this potential outcome affect your thoughts on increasing your retirement savings now?"
160,3edc627a,Climate Change,"**Framing Question (Positive):** 

""If we invest in renewable energy sources like solar and wind, we can create millions of new jobs, reduce air pollution, and secure a healthier planet for future generations. How excited are you about the potential benefits of tackling climate change through these sustainable initiatives?""",Positive,"If we invest in renewable energy sources like solar and wind, we can create millions of new jobs, reduce air pollution, and secure a healthier planet for future generations. How excited are you about the potential benefits of tackling climate change through these sustainable initiatives?"
161,3edc627a,Climate Change,"**Framing Question:** ""If no action is taken on climate change, how devastating do you believe the consequences will be for future generations, including increased natural disasters, loss of biodiversity, and significant disruptions to food and water supply?""",Negative,"If no action is taken on climate change, how devastating do you believe the consequences will be for future generations, including increased natural disasters, loss of biodiversity, and significant disruptions to food and water supply?"
162,bb563cb7,Climate Change,"**Framing Question:** 

""Imagine a future where we fully embrace renewable energy sources. How likely are you to support initiatives that promote solar and wind energy, knowing that these changes could lead to cleaner air, job creation in green sectors, and a healthier planet for future generations?""",Positive,"Imagine a future where we fully embrace renewable energy sources. How likely are you to support initiatives that promote solar and wind energy, knowing that these changes could lead to cleaner air, job creation in green sectors, and a healthier planet for future generations?"
163,bb563cb7,Climate Change,"Framing Question: 

""Imagine a future where climate change continues to worsen unchecked. If current trends persist, how concerned would you be about the increased frequency of devastating natural disasters, widespread loss of biodiversity, and severe disruptions to food and water supplies?""",Negative,"Imagine a future where climate change continues to worsen unchecked. If current trends persist, how concerned would you be about the increased frequency of devastating natural disasters, widespread loss of biodiversity, and severe disruptions to food and water supplies?"
164,6855d859,Climate Change,"Sure! Here’s a positively framed question related to climate change:

**Question:**
""How much do you agree that investing in renewable energy sources can lead to a healthier, more sustainable planet for future generations?"" 

This framing emphasizes the positive outcomes associated with action on climate change.",Positive,"How much do you agree that investing in renewable energy sources can lead to a healthier, more sustainable planet for future generations?"
165,6855d859,Climate Change,"Framing Question (Negative):

""If climate change continues unchecked, what do you believe will be the most catastrophic impact on the planet's future: widespread extinction of species, devastating natural disasters, or severe food and water shortages?""",Negative,"If climate change continues unchecked, what do you believe will be the most catastrophic impact on the planet's future: widespread extinction of species, devastating natural disasters, or severe food and water shortages?"
166,dd06a035,Climate Change,"Sure! Here’s a positively framed question related to climate change:

""Imagine a community that has successfully implemented renewable energy solutions, significantly reducing their carbon footprint and creating new green jobs. How do you feel about taking action to transition to cleaner energy sources in your own community to contribute to a healthier planet and a thriving economy?""",Positive,"Imagine a community that has successfully implemented renewable energy solutions, significantly reducing their carbon footprint and creating new green jobs. How do you feel about taking action to transition to cleaner energy sources in your own community to contribute to a healthier planet and a thriving economy?"
167,dd06a035,Climate Change,"**Framing Question (Negative Frame):**

""If we do nothing to address climate change, the planet will face devastating consequences such as extreme weather, widespread habitat loss, and a significant rise in global sea levels, potentially displacing millions of people. How likely are you to support measures aimed at reducing carbon emissions in light of these dire outcomes?""",Negative,"If we do nothing to address climate change, the planet will face devastating consequences such as extreme weather, widespread habitat loss, and a significant rise in global sea levels, potentially displacing millions of people. How likely are you to support measures aimed at reducing carbon emissions in light of these dire outcomes?"
168,b39867fb,Climate Change,"**Framing Question (Positive):** 

""If we take action on climate change today, how much do you think we could improve the quality of life for future generations by creating cleaner air and healthier ecosystems?""",Positive,"If we take action on climate change today, how much do you think we could improve the quality of life for future generations by creating cleaner air and healthier ecosystems?"
169,b39867fb,Climate Change,"Framing Question: 

""If we do not take immediate action against climate change, which of the following consequences do you believe is more likely to occur in the next 20 years: 

1. The polar ice caps will continue to melt, leading to catastrophic sea level rise that threatens coastal cities worldwide, displacing millions of people and causing widespread environmental devastation. 

2. The loss of biodiversity will accelerate, resulting in the extinction of numerous species and disrupting essential ecosystems, ultimately jeopardizing our own food sources and health.""",Negative,"If we do not take immediate action against climate change, which of the following consequences do you believe is more likely to occur in the next 20 years: 1. The polar ice caps will continue to melt, leading to catastrophic sea level rise that threatens coastal cities worldwide, displacing millions of people and causing widespread environmental devastation. 2. The loss of biodiversity will accelerate, resulting in the extinction of numerous species and disrupting essential ecosystems, ultimately jeopardizing our own food sources and health."
170,86153b52,Cybersecurity,"Sure! Here's a positively framed question in the category of Cybersecurity:

""Imagine you have the opportunity to implement a new cybersecurity program in your organization that will increase protection against data breaches and enhance your company's reputation as a leader in digital security. How likely are you to invest in this program to ensure the safety of your sensitive information and build trust with your customers?""",Positive,Imagine you have the opportunity to implement a new cybersecurity program in your organization that will increase protection against data breaches and enhance your company's reputation as a leader in digital security. How likely are you to invest in this program to ensure the safety of your sensitive information and build trust with your customers?
171,86153b52,Cybersecurity,"**Framing Question (Negative Framing in Cybersecurity):**

""If your organization does not invest in updated cybersecurity measures this year, what do you believe is the likelihood that you will experience a significant data breach that could compromise your sensitive information and lead to a loss of customer trust?""",Negative,"If your organization does not invest in updated cybersecurity measures this year, what do you believe is the likelihood that you will experience a significant data breach that could compromise your sensitive information and lead to a loss of customer trust?"
172,a96985f9,Cybersecurity,"**Framing Question (Positive):**

""In a recent initiative, your company has upgraded its cybersecurity measures, ensuring that all employees’ sensitive data is now more secure than ever. How would you feel knowing that these new measures will greatly enhance the protection of your personal information against potential cyber threats?"" 

- Very confident
- Somewhat confident
- Neutral
- Somewhat concerned
- Very concerned",Positive,"In a recent initiative, your company has upgraded its cybersecurity measures, ensuring that all employees’ sensitive data is now more secure than ever. How would you feel knowing that these new measures will greatly enhance the protection of your personal information against potential cyber threats?"
173,a96985f9,Cybersecurity,"**Framing Question (Negative):** 

""If your company fails to implement comprehensive cybersecurity measures, how likely do you believe it is that sensitive client information will be compromised and lead to significant financial losses and reputational damage?""",Negative,"If your company fails to implement comprehensive cybersecurity measures, how likely do you believe it is that sensitive client information will be compromised and lead to significant financial losses and reputational damage?"
174,7d25ebb5,Cybersecurity,"**Framing Question:**

""Imagine you have the opportunity to invest in a state-of-the-art cybersecurity solution that guarantees a 90% reduction in the risk of data breaches for your company. How likely would you be to choose this solution to protect your valuable information and maintain your customers' trust?""",Positive,Imagine you have the opportunity to invest in a state-of-the-art cybersecurity solution that guarantees a 90% reduction in the risk of data breaches for your company. How likely would you be to choose this solution to protect your valuable information and maintain your customers' trust?
175,7d25ebb5,Cybersecurity,"**Framing Question (Negative):**

""Imagine your organization recently experienced a cybersecurity breach that exposed sensitive customer data. Given this situation, would you choose to invest in a comprehensive cybersecurity training program for employees to prevent future incidents, or do you believe that the current measures are sufficient despite the recent breach?""",Negative,"Imagine your organization recently experienced a cybersecurity breach that exposed sensitive customer data. Given this situation, would you choose to invest in a comprehensive cybersecurity training program for employees to prevent future incidents, or do you believe that the current measures are sufficient despite the recent breach?"
176,ed268e5e,Cybersecurity,"**Framing Question (Positive)**:

Imagine a cybersecurity solution that guarantees the protection of your personal data and privacy. How likely are you to adopt this solution knowing it will significantly enhance your online safety and give you peace of mind against cyber threats? 

**Options**:
1. Very likely
2. Somewhat likely
3. Neutral
4. Somewhat unlikely
5. Very unlikely",Positive,: Imagine a cybersecurity solution that guarantees the protection of your personal data and privacy. How likely are you to adopt this solution knowing it will significantly enhance your online safety and give you peace of mind against cyber threats? : 1. Very likely 2. Somewhat likely 3. Neutral 4. Somewhat unlikely 5. Very unlikely
177,ed268e5e,Cybersecurity,"**Framing Question:**

Imagine a company that has been a victim of a major cybersecurity breach. Given the extensive data loss and reputational damage, would you prioritize enhancing security measures to prevent future attacks, knowing that failure to act could lead to even more devastating consequences, such as losing sensitive customer information and critical business operations?",Negative,"Imagine a company that has been a victim of a major cybersecurity breach. Given the extensive data loss and reputational damage, would you prioritize enhancing security measures to prevent future attacks, knowing that failure to act could lead to even more devastating consequences, such as losing sensitive customer information and critical business operations?"
178,567badc5,Cybersecurity,"**Framing Question (Positive Framing):**

""Imagine you have the opportunity to invest in a cutting-edge cybersecurity system that guarantees a 95% reduction in the risk of data breaches for your organization. How likely are you to invest in this system to protect your sensitive information and enhance your overall security posture?""",Positive,Imagine you have the opportunity to invest in a cutting-edge cybersecurity system that guarantees a 95% reduction in the risk of data breaches for your organization. How likely are you to invest in this system to protect your sensitive information and enhance your overall security posture?
179,567badc5,Cybersecurity,"**Framing Question (Negative)**: 

Imagine you are responsible for a company's cybersecurity. If you were to neglect implementing strong security measures, there is a significant risk that hackers could breach your systems, leading to potential data theft, financial losses, and severe damage to your company's reputation. How likely do you think it is that your organization could fall victim to a cyber attack if necessary precautions are not taken?",Negative,": Imagine you are responsible for a company's cybersecurity. If you were to neglect implementing strong security measures, there is a significant risk that hackers could breach your systems, leading to potential data theft, financial losses, and severe damage to your company's reputation. How likely do you think it is that your organization could fall victim to a cyber attack if necessary precautions are not taken?"
